annotator	sent_id	updated_at	group_mentioned	group_appealed	intersectional	multiple_groups	opposed_groups	pejorative	group_tags	reasoning	polarity	stance	text	left_context	right_context	further_context	year	date	disagreement
gold	commons_2025_89140:003	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Will the Home Secretary meet me to discuss the report further, to deliver a win for the Scottish economy and fulfil one of the manifesto commitments made by the Labour party in Scotland?	While the leader of the Labour party in Scotland, Anas Sarwar, may be a bit confused about what is devolved and what is reserved, I am sure the Home Secretary is not.	---	---	2025	2025-11-17	0
gold	commons_2025_89363:042	2026-07-07	yes	yes	no	no	no	no	['MIG_REFUGEE']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	For those who want to stay, and who are willing and able to, we will create a new work and study visa route solely for refugees, with a quicker path to permanent settlement.	I know that this country welcomes people who contribute.	To encourage refugees into work, we will also consult on removing benefits for those who are able to work but choose not to.	Outside the most exceptional circumstances, family reunion will not be possible, with a refugee able to bring family over only if they have joined a work and study route, and if qualifying tests are met. Although over 50,000 claimants have been granted refugee status in the past year, more than 100,000 claimants and failed asylum seekers remain in taxpayer-funded accommodation.	2025	2025-11-17	2
gold	commons_2025_92999:017	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Had all that information been available, I do not think I would have had to spend my whole teenage and adult life fighting for the truth of what happened to my dad.	It has had a profound impact.	It now impacts my own children, like Margaret said earlier.	My husband is here in the room today. We have had to educate our children on the seriousness of those lies, on the impact of the cover-up, and on the fact that their granddad would have been buried in a lie if it were not for those good people.	2025	2025-11-27	0
gold	commons_2025_93124:002	2026-07-07	yes	yes	no	yes	no	no	['OCC_OESCH_7']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	He is absolutely right that Reform’s message on the closure of important courses at the Alloa campus is an insult to not only lecturers and teachers, but to the choice that students themselves make.	I join my hon Friend, who is a great champion of education and opportunity for young people in his constituency and his area.	Scotland has a proud tradition and record on education, and it is unfortunate that Reform UK seems determined to undermine it and talk it down.	---	2025	2025-11-27	4
gold	commons_2025_93133:003	2026-07-07	yes	yes	no	no	no	no	['ETH_MIN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	Can the Minister explain how the public and ethnic minorities can have trust in this new Crown court division, when there is no evidence that it will even work to address the backlog?	With only 12% of judges being from ethnic minority backgrounds, these proposals risk deepening disproportionality and undermining confidence in the justice system.	---	---	2025	2025-11-27	10
gold	commons_2025_93376:038	2026-07-07	yes	yes	no	no	no	no	['INC_WORKING']	REASONING_ECONOMIC	POLARITY_ANTI_GROUP	STANCE_ENDORSE	Instead of backing workers, they are funding stay-at-homers using the hard-earned money of Britain’s taxpayers.	Instead of getting people into work, they are putting them on benefits.	That is the choice they have made, and we reject it.	---	2025	2025-11-27	7
gold	commons_2025_95581:004	2026-07-07	yes	yes	no	no	no	no	['GEO_REGION']	REASONING_UNCLEAR	POLARITY_PRO_GROUP	STANCE_ENDORSE	My residents are rightly fed up with this happening time and again.	My office has been working with Lancashire county council to get promises of action, but as of this morning there has been no change.	Since being elected, I have called on the county council to properly enforce street works and to introduce a lane rental scheme, which could address congestion on our busiest roads.	I am once again calling on the Reform council leadership to take urgent action. To shine a light on the issue, will the Leader of the House agree to a debate in Government time on the issue of street works?	2025	2025-12-04	3
gold	commons_2025_96599:021	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I always have great faith in the Minister in relation to her discussions with the relevant Minister in the Northern Ireland Assembly.	There are real issues regarding water scarcity back home.	I am always encouraged by the Ministers who come to these debates and whom I speak to, because when it comes to contacting the Ministers back home, by and large they have all done that.	If this Minister has had that opportunity, what has been the outcome? Water is not scarce in Northern Ireland, but there are many contributing factors that imply that the situation could get worse.	2025	2025-12-09	0
gold	commons_2025_96804:014	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	We will wave goodbye to the blame factory that has come to define the industry, whether it is the armies of lawyers arguing over whose fault a delay is, or questions about whose responsibility it is to fix a broken lightbulb.	Passengers will no longer have to navigate the mind-bendingly complex system of organisations, which has been designed to benefit private companies, at the cost of decent services.	Instead, we will see one railway and one team, with one mission: to deliver better public journeys.	I give way to the right hon Member for Dwyfor Meirionnydd (Liz Saville Roberts), who has tried to get in a number of times.	2025	2025-12-09	1
gold	commons_2025_98196:008	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	That means that since the general election the Scottish Government have received an additional £11 billion.	The Budget provided an extra £820 million for the Scottish Government.	We have announced £14.5 million to back Grangemouth’s transition to a hub for low-carbon technologies, and a further £20 million for Inchgreen near Greenock, which will upgrade the port’s dry dock; £20 million has been found to support the regeneration of Kirkcaldy’s town centre and seafront; and £25 million will be released following the full sign-off of the Forth Green freeport.	All in all, the UK Government will be investing more than £2 billion in local and regional growth programmes in Scotland. That is alongside the biggest upgrade in workers’ rights in a generation, with a pay rise for 200,000 of the lowest-paid Scots.	2025	2025-12-11	0
gold	commons_2026_00605:003	2026-07-07	yes	yes	no	no	no	no	['GEO_RURAL']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	However, it took 14 months to achieve it and rural communities really do feel discriminated against by some of the measures that this Government are taking against them.	Farmers in my constituency will welcome this change to the thresholds for APR and BPR.	I ask the Minister to convey to his colleague, the Minister for Food Security and Rural Affairs, who is sitting on the Treasury Bench, that the Government should not enact any changes to shooting or trail hunting, because to do so would really damage and annoy rural communities?	---	2026	2026-01-05	1
gold	commons_2026_03375:002	2026-07-07	yes	yes	no	no	no	no	['FAM_FAM']	REASONING_UNCLEAR	POLARITY_PRO_GROUP	STANCE_ENDORSE	I reiterate that I know the bravery that it takes for families to share these stories, and the importance of hon Members repeating them so that we can fully understand this problem.	I thank the hon Member for sharing that very sad story.	Although my party’s position is not yet fully established on whether we need a statutory duty, we certainly need to do a lot better than we are right now.	As well as being an exciting time, university can be when young people are at their most vulnerable. Universities have several legal duties, including health and safety legislation to ensure that they minimise accidents and injuries on campus.	2026	2026-01-13	1
gold	commons_2026_04394:004	2026-07-07	yes	yes	no	no	no	no	['OCC_EMPLOYED']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	We ask a great deal of our servicemen and women, so the least we can do as parliamentarians is ensure that our armed forces have the equipment they need.	I pay tribute to our armed forces and those who put their lives on the line to keep our country safe.	Like other Members, I was extremely concerned to hear of soldiers reporting noise and vibration symptoms during a training exercise on 22 November last year.	I pay tribute to the Ministry of Defence for moving swiftly to respond to those concerns; the safety of armed service personnel must remain paramount. Given the importance of the Ajax programme, I welcome the Government’s focus on ensuring that the ongoing investigations are concluded swiftly—the facts must be identified urgently.	2026	2026-01-14	3
gold	commons_2026_09075:013	2026-07-07	yes	yes	no	yes	no	no	['GEN_WOMEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	Men who make women feel unsafe have to face consequences, because serious offenders begin with acts of harassment.	I pay tribute to those clubs—particularly the all-female ones, such as the St Pol Striders—for creating these spaces, but they should not be relied on, and women should not have to do things differently.	If we want to prevent worse crimes, we cannot ignore the early ones.	We need to make reporting easier and the follow-up stronger. We need systems that take women seriously when they come forward.	2026	2026-01-27	5
gold	commons_2026_09742:004	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The current law was framed as it is because a shotgun is lethal at only a relatively short range, whereas a firearm, even a .22 if shot straight, is lethal at up to a mile with high-velocity bullets.	However, the proposal to move shotguns from section 2 to section 1 is totally disproportionate.	They are two totally different tools of the trade and are used for different things.	---	2026	2026-01-28	0
gold	commons_2026_09881:006	2026-07-07	yes	yes	yes	yes	no	no	['AGE_CHILDREN']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	That unfairness in funding across local authority areas shapes what local schools can offer and how quickly children receive support, and ultimately affects whether families experience education as a source of opportunity or a source of constant struggle.	Every child should have access to the same resources and opportunities, regardless of where they live or their level of need.	That is wrong.	The national funding formula and the high needs block of the dedicated schools grant were intended to bring fairness and transparency to school funding, but historical proxy factors remain embedded within them. Those factors lock in funding patterns from decades ago, protecting some areas—regardless of how they have changed—while capping others, even as pupil numbers rise and needs become more complex.	2026	2026-01-28	7
gold	commons_2026_12251:012	2026-07-07	yes	yes	no	no	no	no	['MIG_REFUGEE']	REASONING_CULTURAL	POLARITY_ANTI_GROUP	STANCE_ENDORSE	Worse still, Stockton’s Labour council volunteered itself as an asylum dispersal authority, taking on a completely disproportionate number of asylum seekers.	At the same time, instead of using all the powers available through public space protection orders to clamp down on antisocial behaviour, the council’s soft approach has allowed far too much of it to go unchallenged.	For many years, Stockton has had one of the highest ratios of asylum seekers to residents in the entire country.	Those asylum seekers are largely housed near the town centre, placing pressure on accommodation, public services and integration, and leaving large numbers of lone men congregating in the town centre, causing understandable concern for residents and businesses alike. The situation has been compounded by the council’s permissive approach to housing.	2026	2026-02-03	2
gold	commons_2026_15126:002	2026-07-07	yes	yes	no	no	no	no	['AGE_SENIOR']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	They have been told by Northern Powergrid that temporary repairs will be made, but that clearly offers no reassurance to those who are elderly, live alone or rely on their electricity supply for medication or to power medical equipment.	Constituents in areas like Esh Winning, Witton Gilbert, Brandon and Waterhouses and increasingly businesses in Durham city regularly contact me about repairing power outages.	Recent storms cannot be blamed, as many of the outages were reported during spells of fine weather.	Will the Minister say what work the Government are carrying out to improve the resilience of the electricity distribution network in Durham so that my constituents are not constantly worried about when their power will next go out?	2026	2026-02-10	2
gold	commons_2026_15150:010	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Most importantly of all, in the last 48 hours more than 1,100 Worcestershire residents have signed a petition opposing this increase.	My message to the Minister is very clear: if we want to maintain trust and integrity in politics at all levels, it is important for such promises to be stuck to and abided by, or else not to be made in the first place.	It is crucial that the issue goes to a referendum, and that the people of Worcestershire have their say.	---	2026	2026-02-11	1
gold	commons_2026_16405:067	2026-07-07	yes	yes	no	no	no	no	['OCC_OESCH_7']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	I want to spread the excellence of our wonderful staff, so we will put purposeful collaboration at the heart of our education system.	Excellent support staff, teachers and school leaders can transform children’s lives, but too many incredible young women are still leaving the profession, so I am putting an end to a quarter-century of standstill and boosting maternity pay.	Strong school trusts are vital in sharing what works and driving improvement, so all schools will move towards forming or joining a high-quality trust, and we will empower local authorities and partnerships to establish trusts too.	We will work with the sector through this significant change, set high expectations through new trust standards, and introduce trust inspection by Ofsted. We in this House have a responsibility to look beyond the here and now—a duty not just to run the country of today, but to shape the society of tomorrow.	2026	2026-02-23	11
gold	commons_2026_16806:014	2026-07-07	yes	yes	no	no	no	no	['FAM_FAM']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	Families feel it at the checkout, at the petrol station and with every bill that drops through the door.	The money people earn buys less, because each pound is worth less than before; indeed, the money people receive on benefits is also worth less because of inflation.	Inflation not only squeezes families’ budgets, but narrows their choices.	With the cost of everyday essentials continuing to climb, many working families are being forced to delay or even abandon plans for another child. Scrapping the two-child cap gives families on benefits a choice that many working households can no longer dream of: the ability to grow their family without facing financial choices.	2026	2026-02-23	0
gold	commons_2026_18575:031	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Although the majority of those schools are of Christian denomination, the independent sector also provides essential provision to minority faiths.	We need to address the issue.	I talked to the hon Member for Birmingham Perry Barr (Ayoub Khan) today.	He wanted to be here, but he has an event at 5 o’clock and it would have been too tight to attend this debate and then get to Birmingham. I think he is somewhere in Birmingham today.	2026	2026-02-26	2
gold	commons_2026_19338:003	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I saw the mother in September, a week after the child’s second suicide attempt.	I have a horrendous case involving a child in Dorking who is 12 years old.	The child and adolescent mental health services wrote to the GP one week later, saying that their risk of suicide was low, but there have been more self-harm incidents since then.	This child has autism, and last week the county council rejected them from getting an EHCP, so I am literally at my wits’ end about what to do on this case. First, if I were to write to the Minister about this particular case, I would be hugely grateful if she could intervene.	2026	2026-03-03	0
gold	commons_2026_19672:017	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Ours is a community shaped by faith—which the hon Gentleman mentioned—and I say that very sincerely.	That is found in every community, from the beautiful Portaferry at the tip of the Ards peninsula where I live, to the heart of the constituency in Newtownards and down the other side of the lough to Ballynahinch and Spa.	It is also shaped by family, hard work and deep-rooted traditions.	Where once there would have been division over faith, I do not see that ever happening today like it happened in the past. I am a Democratic Unionist party MP, and we firmly believe in the Union—in Northern Ireland’s proud place within the United Kingdom.	2026	2026-03-03	2
gold	commons_2026_20702:002	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	With regard to trends, overall the proportion of universal credit claimants in this country who are foreign nationals has fallen from 17% in January 2025 to 15.5% in the latest statistics from January 2026.	Universal credit is primarily reserved for people settled in the UK.	---	---	2026	2026-03-09	1
gold	commons_2026_21099:001	2026-07-07	yes	yes	no	no	yes	no	['MIG_UNDOC']	REASONING_BOTH	POLARITY_ANTI_GROUP	STANCE_REJECT	Paying illegal asylum seekers £40,000 to leave the United Kingdom is a kick in the teeth for my hard-working constituents.	---	Why are we not using that money to build a detention centre so that we can detain and immediately deport those who arrive in this country illegally?	---	2026	2026-03-09	6
gold	commons_2026_21184:003	2026-07-07	yes	yes	no	no	no	no	['OCC_OESCH_2']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	Next April, the British industry competitiveness scheme comes in, and it will benefit around 7,000 businesses.	Five-hundred businesses will benefit from an increased discount through the supercharger, taking it from 60% to 90%, from April.	Of course, we will continue to consider how we can support our energy-intensive industries if the situation in the middle east continues.	---	2026	2026-03-09	4
gold	commons_2026_22309:026	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	We are expanding the British Business Bank to give high-growth tech firms access to long-term scale-up capital.	Brilliant ideas alone, of course, are not enough to grow a business, so we are taking a whole-of-government approach to ensure that the right conditions are in place for businesses to reach their full potential.	We are upskilling private investors to invest in deep tech through our science and technology venture capital fellowship programme.	We are ensuring that firms have access to the best skills and talent through our £187 million TechFirst skills programme and we are hoping to attract the very best minds in the world through the Government’s global talent taskforce, as well as the £54 million global talent fund. We are not stopping there.	2026	2026-03-11	2
gold	commons_2026_23270:001	2026-07-07	yes	yes	no	no	no	no	['GEO_RURAL']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	Having grown up in a household that relied on heating oil, I know how overlooked off-grid rural communities can feel.	---	They were overlooked by the previous Government, who did not include them in energy price support for 200 days, and they have been overlooked by a regulatory framework that does not give them the same protections offered to other homeowners.	I welcome this announcement of support, in which the Government have acknowledged that those households deserve far better. However, I have seen quite exploitative practices from oil companies in my constituency recently, so can we ensure that we are not shying away from the regulatory reforms that are needed for the longer term?	2026	2026-03-16	0
gold	commons_2026_24288:084	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	We can compare that with the turnout of British citizens overseas at the last general election, which was 5%.	When we look at France, at the last legislative elections, it had a 37% turnout of overseas citizens.	There is a huge opportunity.	It is not one measure that will help that, but a package of measures. The apathy point is really important.	2026	2026-03-18	1
gold	commons_2026_24653:006	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	We will now hear oral evidence online from the Electoral Management Board of the Democracy and Boundary Commission Wales, the Electoral Management Board for Scotland and the Scottish Assessors Association.	Q	Once again, we must stick to the timings in the programme motion that the Committee has agreed.	We have until 11.25 am for this session. Will the witnesses introduce themselves for the record?	2026	2026-03-18	0
gold	commons_2026_24654:023	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	There are a number of things around the introduction of the UK Government’s proposals on AVR, set alongside what the Welsh Government intend to do, that we need to consider from an implementation point of view.	We would need to give that careful consideration, as well as ensuring that we do not introduce voter confusion, particularly if there were any differences in the franchises.	I am sure this will be a theme throughout this evidence session, but we would welcome more alignment in policy terms between the UK Government and the devolved elections, because that makes it easier for voters and simpler for administrators, and probably also reduces the cost to the public purse.	You will understand that I am not commenting on the policy position, but from the perspective of what is involved in implementing these changes. Q	2026	2026-03-18	1
gold	commons_2026_24682:016	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	It mandates that all children must be taught Putonghua before kindergarten and—interestingly—that they will therefore avoid all aspects of other religions as a matter of doctrine.	In March this year, China approved a new law that codifies ethnic assimilation, in contravention of China’s own constitution and of international law.	That brings me to two elements that I want to focus on.	First, as has been said well by hon Members in this debate, the Uyghurs are suffering a genocide. There is no question about it.	2026	2026-03-18	0
gold	commons_2026_26225:005	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	There is an old saying: “If you are not a socialist in your youth, you have no heart; if you are not a Conservative when you grow up, you have no brain.”	That goes to the point that my hon Friend is making.	Does my hon Friend agree that this issue is solely about trying to garner the vote of 16-year-olds, not about a change based on principle?	---	2026	2026-03-24	1
gold	commons_2026_27469:030	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The consultants who pointed the finger at Letby were Dr Stephen Brearey, Dr John Gibbs, Dr Ravi Jayaram and another doctor, who was anonymised for the court’s own reasons.	This investigation was initiated by a single meeting with consultants who had themselves been involved in seriously inadequate care of babies.	They had all demonstrated poor care.	One had wrongly punctured a baby’s liver. That baby later died.	2026	2026-03-26	1
gold	lords_1980_02757:028	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I take some consolation from the recent statement by the Turkish Foreign Minister, Mr Erkmen, on this subject.	Honestly, if one examines the situation one sees that the differences between confederation and federation are not such that if one has the will one cannot find a solution to them.	"He said: ""There was sound logic at the root of Mr Denktash's call for independence"", but, ""we are holding him back at this stage."""	I believe that the situation in South-East Europe, in Greece, Turkey, and Cyprus, in regard to relations with Europe is such that a new opportunity now arises to try to find a solution to these problems. I want to draw to a conclusion with a reference which may seem more controversial.	1980	1980-02-20	0
gold	lords_1980_03058:037	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	And local authorities today have some agonising decisions to make: whether to cut services like meals and transport; whether to increase charges to parents; or whether to increase rates to ratepayers.	An example of this is transport and meals, with less money to exercise that choice.	Even those authorities which are economising as much as they can are still having to increase rates owing to a change in the rate support grant which the Government are allowing to local authorities.	What is in fact happening is that the burden for a great deal of this expenditure is being transferred from taxes to rates. We have had a cut in income tax which only the wealthy have noticed.	1980	1980-02-25	1
gold	lords_1980_03446:070	2026-07-07	yes	yes	no	no	no	no	['OCC_OESCH_3']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	The committee is right, too, to stress very strongly the need for continuing education among engineers themselves.	I think the committee is absolutely right about that.	"We get a little bit fancy about it; we call it ""ontinuing formation"", but we really mean continuing education or in-career training, as it is often called."	But the important proposal we make there is not merely that engineers should pursue education throughout their working lives; the point we make is that engineers should have a statutory right to time off to pursue continuing education where the courses are available and where they want to follow them, and the new authority would be encouraging them to follow these courses. The committee is right, too, to ask for registration of engineers beyond the scope of the ERB as it now exists.	1980	1980-02-27	3
gold	lords_1980_05443:033	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	"As wood scarcity forces farmers to burn more dung for fuel and to apply less to their fields, the falling food supply will necessitate the clearing of ever larger ever steeper tracts of forests which then intensifies erosion, which in turn further reduces soil fertility""."	The result is a circular trap.	I entirely agree with this and it is briefly and succinctly portrayed in those few lines.	I agree entirely with the conclusion that it is a matter of urgency to plant more trees to compensate for deforestation. This could be done best through an international agency such as the World Development Fund.	1980	1980-03-12	1
gold	lords_1980_06450:002	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	While it might be convenient at this stage in the debate—late in the evening—to dismiss the whole concept of a planned structure of education, surely what this Education Bill is ceasing to do is to advance that very plan?	My Lords, before that happens and before the Minister sits down, would he not accept from me the suggestion that the written analyses to the county development plans have been basic to development, both in education and in county planning, ever since they were introduced in the relevant legislation and that progress in education since the 1944 Education Act owes a very great deal to the structure planning of that time?	---	---	1980	1980-03-24	0
gold	lords_1980_18015:001	2026-07-07	yes	yes	no	no	no	no	['OCC_OESCH_7']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	My Lords, will the Government consider carefully in the course of these negotiations, which we hope will reach a satisfactory conclusion very shortly, that in no circumstances should the university teachers be put in a worse position than the teachers of higher and further education in the local government sector?	---	---	---	1980	1980-08-05	4
gold	lords_1980_21457:034	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	It is also clear that the British Gas Corporation can hardly be expected to offer a really competitive purchasing price for these resources, competitive with Europe, unless a proper replacement cost price is paid for it at home.	There is no reason to be complacent that, it having been found in place, it will necessarily be delivered.	Now I shall be lowering the tone of the debate between myself and the noble Lord, Lord Mackie of Benshie, who referred to the huge profits of the British Gas Corporation.	Last year, that operating profit was just over 5 per cent. on net assets, at current replacement cost.	1980	1980-10-22	0
gold	lords_1980_23830:016	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	It is interesting to note that in its early years the Somali Democratic Republic sought and received aid from the USSR, and for many years their Russian advisers encouraged the resistance of the Somalis in Western Somalia to the Ethiopians.	Even as recently as last Monday there were bombardments taking place, air attacks by the Ethiopians on towns within the Somali Democratic Republic.	But as soon as the Government of the Somali Democratic Republic learned that Soviet aid and encouragement had been given to the Ethiopians they severed all connections with their Russian friends.	Since that time the Somali Democratic Republic has been virtually alone in its struggles on behalf of its fellow countrymen, with only very limited aid being forthcoming from this country and from America. So at present there is turmoil in the Horn of Africa, with over 1½ million refugees, products of political and natural causes.	1980	1980-11-26	2
gold	lords_2025_03152:003	2026-07-07	yes	yes	no	no	no	no	['AGE_CHILDREN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	I pay tribute to the noble Baroness, Lady Kidron, and her tenacity in trying to make sure that we secure a code for children’s data and education, which is so needed.	I have added a few further words to my speech in response, because she made an extremely good point.	The education sector presents unique challenges for protecting children’s data.	Like the noble Baronesses, Lady Kidron and Lady Harding, I look forward to what the Minister has to say. I hope that whatever is agreed is explicit; I entirely agree with the noble Baroness, Lady Harding.	2025	2025-01-28	1
gold	lords_2025_04962:005	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Accepting these amendments would be a means for the Government of highlighting to investors and to the industry their commitment to supporting both renewable energy and low-carbon technologies in a balanced and inclusive way.	It is a very useful Bill, but it does not explicitly include these technologies in the definition of “clean energy”.	The purpose of the amendments is simply to broaden the definition of “clean energy” and ensure that GBE can support a wider range of innovations that will foster investment and partnership.	That will be crucial to the UK achieving clean power targets by 2030. In the Carbon Capture and Storage Association, which was established in 2006, we recognise that we have the commitment of the Energy Secretary and, indeed, the Chancellor of the Exchequer, who speaks of CCUS often to promote the concept of clean energy.	2025	2025-02-11	1
gold	lords_2025_05405:022	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Little evidence for this claim has been made and the Musicians’ Union disputes it, arguing that this paints an “exaggerated, bleak picture”, that the UK and US operations remain financially separate in practice, and that it cannot find any workings in the BPI’s redacted submission to the consultation.	Specifically, the British Phonographic Industry, BPI, claimed that UK labels retain 30% of the revenues collected in the UK on behalf of foreign affiliates, and that any reduction in revenues for US record labels would mean less money for the UK music sector.	This suggests that the Government’s financial justification is based on flawed information, not solid evidence.	Smaller independent record companies have, by contrast, expressed that the current situation is unfair and supported option 1, which would expand performers’ eligibility for remuneration. The Government also claim that denying US performers public performance rights is intended to encourage the US to adopt material reciprocity.	2025	2025-02-12	2
gold	lords_2025_06091:018	2026-07-07	yes	yes	no	no	no	no	['DIS_OTHER']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	The £100 million investment will go towards helping hospices improve their buildings, equipment and accommodation, to ensure that patients continue to receive the best care possible.	We have also allocated an additional £26 million in revenue to support children and young people’s hospices.	Regarding social care, the Government have provided a real-terms increase in core local government spending power of 3.5% in 2025-26, including £880 million of new grant funding provided to social care.	This funding can be used to address the range of pressures facing the adult social care sector. To answer the noble and learned Lord, Lord Hope, all charities can benefit from the employment allowance.	2025	2025-02-25	3
gold	lords_2025_10692:025	2026-07-07	yes	yes	no	no	no	no	['FAM_FAM']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	Holidays can also be a food and financial nightmare, so I was absolutely delighted to see the Government commit to extending the holiday activities and food programme for another year; it is an absolute lifeline for so many families.	Families who live in temporary accommodation—some in hotels—have simply no access to cookers, sinks and fridges; while others who have access to fridges and cookers may not have cooking equipment because they had to relinquish it in their many moves through temporary accommodation, and simply had no space to store it.	I hope that the spending review will provide multi-year guaranteed funding for the programme.	Wealth inequalities in this country have grown over the last decade. Some 24% of schoolchildren are now eligible for free school meals, and while the numbers eligible increased, government spending lagged behind inflation.	2025	2025-03-28	2
gold	lords_2025_11031:008	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	However, it does not mean to say that because we have not articulated them before we are behaving inconsistently or in bad faith.	Therefore, one is forced to think by this measure—there is nothing wrong with it—about what the future might be, and we may reach different views.	I hope that gives some reassurance to the noble Lord, Lord Grocott, that we are taking these issues very seriously.	I shall speak only briefly to my own amendment and allow other noble Lords to speak to their amendments in this group. My own is in some ways the simplest.	2025	2025-04-01	0
gold	lords_2025_11866:004	2026-07-07	yes	yes	no	no	no	no	['AGE_CHILDREN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	As a father of two daughters, I care deeply about the future we are building for the next generation.	This is a landmark piece of legislation, introduced by the previous Conservative Government, with the ambition of delivering a smoke-free 2030.	Protecting children from smoking and vaping is vital, but to achieve that we must ensure that the Bill is practical, enforceable and fair to those who act responsibly.	My concern is that in its current form, the Bill risks harming responsible retailers and manufacturers, while driving trade into the hands of the illicit market. Many of these retailers are already under pressure from inflation and increased costs, as highlighted very clearly by my noble friend Lord Sharpe.	2025	2025-04-23	0
gold	lords_2025_11916:008	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	It takes a Conservative approach in effecting reform gradually; protects young people from a dangerous, addictive drug; supports the NHS; and will save taxpayers and society an enormous cost in money and, more importantly, lives.	The Bill is obviously consonant with the traditions of the Labour Party—mobilising the resources of the state to ameliorate the health and general condition of the people—but, as many Conservative MPs, including Jesse Norman, have made clear, it also tallies with the mainstream traditions of the Official Opposition.	As the noble Lord, Lord Young of Cookham, has persuaded your Lordships better than I could, there may be libertarian arguments against the Bill, but there are few truly Conservative ones.	Given the overwhelming majority afforded the Bill at Second Reading in the other place, we know that it will progress to the statute book, but it is important to win arguments as well as votes. Of course, the genesis of the Bill took place under the last Conservative Administration and, in that context, I trust that the viewpoint of those who are friends—even if critical friends—of the Bill on the other side of your Lordships’ House will be given due weight.	2025	2025-04-23	1
gold	lords_2025_12511:023	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	If it really is as straightforward and simple as he said—I am not arguing with him, and I am sure he has been as diligent as he always is in looking up the facts—surely we would already be swamped with tenants appealing their rent increases, and that is not the case.	The noble Lord, Lord Young, set out the process as it is now.	---	---	2025	2025-04-28	1
